ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
2367.0,Assam,Guwahati,Locality_375,Property_Type,5.0,1611.0,367.2,0.23,1994.0,Unfurnished,30.0,27.0,31.0,3.0,2.0,High,No,No,"Gym, Garden, Pool",South,Broker,Under_Construction
2368.0,Bihar,Gaya,Locality_460,Property_Type,5.0,2545.0,458.33,0.18,1999.0,Furnished,3.0,12.0,26.0,7.0,8.0,Low,No,Yes,Pool,West,Builder,Under_Construction
2369.0,Assam,Silchar,Locality_465,Property_Type,3.0,1849.0,360.45,0.19,2022.0,Unfurnished,4.0,20.0,3.0,10.0,3.0,High,No,Yes,"Pool, Playground, Gym, Garden",West,Broker,Ready_to_Move
2370.0,Madhya Pradesh,Indore,Locality_63,Property_Type,1.0,1598.0,441.5,0.28,2012.0,Semi-furnished,28.0,28.0,13.0,5.0,4.0,Low,Yes,No,"Garden, Pool, Playground, Gym, Clubhouse",East,Builder,Under_Construction
2371.0,Delhi,New Delhi,Locality_239,Property_Type,2.0,1106.0,465.76,0.42,1992.0,Furnished,9.0,22.0,33.0,3.0,5.0,Medium,No,No,"Clubhouse, Pool, Gym, Garden",West,Builder,Under_Construction
2372.0,Jharkhand,Jamshedpur,Locality_341,Property_Type,1.0,2135.0,80.49,0.04,2013.0,Furnished,7.0,2.0,12.0,5.0,9.0,Low,Yes,Yes,"Garden, Pool",West,Builder,Under_Construction
2373.0,Tamil Nadu,Coimbatore,Locality_132,Property_Type,3.0,2994.0,480.98,0.16,1996.0,Unfurnished,15.0,8.0,29.0,2.0,6.0,High,Yes,Yes,"Playground, Clubhouse, Gym",North,Broker,Under_Construction
2374.0,Karnataka,Mysore,Locality_463,Property_Type,5.0,3380.0,448.43,0.13,2003.0,Semi-furnished,26.0,28.0,22.0,6.0,2.0,Medium,No,Yes,"Clubhouse, Pool",South,Owner,Under_Construction
2375.0,Chhattisgarh,Bilaspur,Locality_173,Property_Type,1.0,4789.0,25.66,0.01,1994.0,Semi-furnished,1.0,18.0,31.0,2.0,6.0,Low,Yes,Yes,"Gym, Pool, Playground, Garden",East,Builder,Ready_to_Move
2376.0,Assam,Guwahati,Locality_76,Property_Type,3.0,4934.0,212.38,0.04,1992.0,Unfurnished,8.0,7.0,33.0,1.0,3.0,Medium,No,Yes,"Gym, Clubhouse, Playground, Pool",West,Owner,Ready_to_Move
2377.0,Uttar Pradesh,Noida,Locality_220,Property_Type,4.0,4790.0,488.8,0.1,2011.0,Semi-furnished,17.0,19.0,14.0,9.0,8.0,Low,Yes,Yes,"Playground, Gym, Pool, Garden",East,Broker,Ready_to_Move
2378.0,Jharkhand,Jamshedpur,Locality_73,Property_Type,3.0,4743.0,98.9,0.02,2011.0,Unfurnished,30.0,15.0,14.0,4.0,4.0,Medium,No,Yes,"Clubhouse, Pool, Gym, Playground",North,Broker,Under_Construction
2379.0,Chhattisgarh,Raipur,Locality_100,Property_Type,4.0,2076.0,323.67,0.16,2013.0,Semi-furnished,8.0,28.0,12.0,2.0,4.0,High,Yes,No,"Gym, Pool, Garden, Playground, Clubhouse",East,Builder,Ready_to_Move
2380.0,West Bengal,Kolkata,Locality_468,Property_Type,4.0,4871.0,348.56,0.07,2014.0,Furnished,17.0,2.0,11.0,5.0,8.0,High,No,Yes,"Gym, Clubhouse",North,Broker,Under_Construction
2381.0,Gujarat,Ahmedabad,Locality_243,Property_Type,3.0,1270.0,48.82,0.04,2017.0,Furnished,1.0,9.0,8.0,5.0,7.0,Low,Yes,Yes,"Playground, Clubhouse, Pool, Gym",North,Builder,Ready_to_Move
2382.0,Haryana,Faridabad,Locality_48,Property_Type,5.0,1302.0,464.49,0.36,2008.0,Unfurnished,0.0,5.0,17.0,6.0,6.0,Low,No,Yes,"Clubhouse, Playground",East,Broker,Under_Construction
2383.0,Assam,Guwahati,Locality_194,Property_Type,5.0,1118.0,307.2,0.27,2017.0,Semi-furnished,21.0,14.0,8.0,5.0,4.0,High,No,Yes,"Garden, Pool",East,Broker,Ready_to_Move
2384.0,Bihar,Gaya,Locality_26,Property_Type,5.0,3771.0,296.49,0.08,2019.0,Semi-furnished,15.0,5.0,6.0,8.0,9.0,Medium,No,Yes,"Garden, Gym",East,Builder,Under_Construction
2385.0,Tamil Nadu,Chennai,Locality_171,Property_Type,1.0,3069.0,379.46,0.12,2012.0,Furnished,16.0,1.0,13.0,7.0,4.0,Low,Yes,No,Clubhouse,North,Broker,Ready_to_Move
2386.0,Uttar Pradesh,Noida,Locality_101,Property_Type,2.0,2259.0,461.6,0.2,2009.0,Unfurnished,15.0,30.0,16.0,8.0,4.0,Low,No,Yes,"Garden, Clubhouse",East,Owner,Ready_to_Move
2387.0,Jharkhand,Ranchi,Locality_138,Property_Type,5.0,2431.0,458.14,0.19,2013.0,Semi-furnished,25.0,9.0,12.0,1.0,3.0,Medium,Yes,No,"Garden, Gym",East,Owner,Ready_to_Move
2388.0,Odisha,Bhubaneswar,Locality_55,Property_Type,1.0,2354.0,422.16,0.18,2019.0,Furnished,8.0,30.0,6.0,8.0,1.0,High,Yes,No,"Gym, Clubhouse",East,Broker,Ready_to_Move
2389.0,Delhi,Dwarka,Locality_199,Property_Type,4.0,3963.0,344.33,0.09,1992.0,Furnished,28.0,1.0,33.0,8.0,10.0,High,Yes,No,"Clubhouse, Pool, Gym, Playground, Garden",North,Builder,Under_Construction
2390.0,Assam,Silchar,Locality_165,Property_Type,3.0,3179.0,308.98,0.1,1998.0,Semi-furnished,6.0,13.0,27.0,10.0,6.0,Medium,No,Yes,"Clubhouse, Playground, Gym",North,Owner,Ready_to_Move
2391.0,Bihar,Gaya,Locality_469,Property_Type,2.0,2480.0,354.13,0.14,1993.0,Semi-furnished,6.0,1.0,32.0,6.0,1.0,Medium,No,Yes,Pool,South,Builder,Under_Construction
2392.0,Karnataka,Mangalore,Locality_215,Property_Type,3.0,4785.0,361.36,0.08,2001.0,Semi-furnished,6.0,15.0,24.0,6.0,9.0,Low,Yes,Yes,"Gym, Playground, Clubhouse, Garden, Pool",East,Owner,Ready_to_Move
2393.0,Bihar,Patna,Locality_143,Property_Type,3.0,2993.0,51.36,0.02,2005.0,Furnished,3.0,14.0,20.0,9.0,3.0,High,Yes,Yes,"Gym, Pool, Clubhouse, Playground",East,Broker,Under_Construction
2394.0,West Bengal,Kolkata,Locality_486,Property_Type,4.0,834.0,102.27,0.12,1990.0,Unfurnished,21.0,12.0,35.0,4.0,9.0,Medium,No,No,"Pool, Playground, Garden, Gym, Clubhouse",West,Broker,Under_Construction
2395.0,Assam,Guwahati,Locality_393,Property_Type,2.0,1942.0,18.01,0.01,2011.0,Furnished,14.0,7.0,14.0,1.0,6.0,Medium,Yes,No,"Garden, Playground, Pool",North,Owner,Under_Construction
2396.0,Telangana,Warangal,Locality_287,Property_Type,2.0,2318.0,33.73,0.01,1999.0,Semi-furnished,12.0,3.0,26.0,6.0,7.0,Low,Yes,No,Pool,South,Broker,Ready_to_Move
2397.0,Bihar,Patna,Locality_288,Property_Type,2.0,1943.0,426.92,0.22,1994.0,Furnished,25.0,24.0,31.0,10.0,2.0,High,No,No,"Clubhouse, Pool, Garden, Playground, Gym",North,Broker,Ready_to_Move
2398.0,Jharkhand,Jamshedpur,Locality_105,Property_Type,1.0,718.0,128.03,0.18,1998.0,Unfurnished,16.0,24.0,27.0,1.0,10.0,High,No,No,"Playground, Pool",West,Broker,Under_Construction
2399.0,Karnataka,Bangalore,Locality_13,Property_Type,5.0,809.0,498.33,0.62,1997.0,Semi-furnished,15.0,30.0,28.0,9.0,3.0,Medium,No,Yes,Pool,South,Builder,Ready_to_Move
2400.0,Chhattisgarh,Raipur,Locality_180,Property_Type,4.0,3090.0,48.43,0.02,2003.0,Unfurnished,25.0,30.0,22.0,2.0,1.0,Low,No,No,"Clubhouse, Pool, Gym, Playground, Garden",East,Builder,Under_Construction
2401.0,Bihar,Gaya,Locality_132,Property_Type,3.0,3872.0,75.89,0.02,2002.0,Semi-furnished,4.0,1.0,23.0,6.0,7.0,Medium,Yes,No,"Playground, Clubhouse, Pool, Gym",North,Owner,Ready_to_Move
2402.0,Kerala,Kochi,Locality_251,Property_Type,4.0,1065.0,152.33,0.14,1995.0,Furnished,22.0,20.0,30.0,10.0,3.0,High,No,No,"Pool, Garden",East,Builder,Under_Construction
2403.0,Maharashtra,Pune,Locality_126,Property_Type,1.0,1107.0,31.55,0.03,1994.0,Unfurnished,27.0,9.0,31.0,7.0,4.0,High,Yes,No,Pool,South,Builder,Under_Construction
2404.0,Andhra Pradesh,Vishakhapatnam,Locality_30,Property_Type,2.0,4682.0,148.37,0.03,2012.0,Semi-furnished,0.0,3.0,13.0,8.0,10.0,High,No,Yes,"Garden, Clubhouse",West,Owner,Ready_to_Move
2405.0,Punjab,Ludhiana,Locality_233,Property_Type,4.0,826.0,42.13,0.05,1999.0,Unfurnished,13.0,25.0,26.0,5.0,9.0,High,Yes,No,Playground,North,Owner,Ready_to_Move
2406.0,Maharashtra,Nagpur,Locality_112,Property_Type,3.0,2451.0,112.97,0.05,1993.0,Furnished,20.0,16.0,32.0,5.0,2.0,Medium,No,No,"Playground, Garden, Gym",North,Owner,Under_Construction
2407.0,Uttar Pradesh,Noida,Locality_272,Property_Type,2.0,565.0,381.71,0.68,1993.0,Semi-furnished,16.0,2.0,32.0,3.0,9.0,High,Yes,No,"Gym, Playground, Clubhouse, Garden, Pool",East,Broker,Under_Construction
2408.0,Jharkhand,Ranchi,Locality_329,Property_Type,4.0,821.0,138.12,0.17,2011.0,Unfurnished,27.0,8.0,14.0,8.0,2.0,Medium,Yes,No,"Gym, Clubhouse, Garden, Pool, Playground",West,Builder,Under_Construction
2409.0,Delhi,Dwarka,Locality_324,Property_Type,5.0,1416.0,94.13,0.07,2016.0,Semi-furnished,25.0,20.0,9.0,4.0,10.0,Medium,No,No,"Gym, Playground, Garden, Clubhouse, Pool",North,Builder,Ready_to_Move
2410.0,Karnataka,Mysore,Locality_303,Property_Type,5.0,1559.0,197.8,0.13,1998.0,Unfurnished,14.0,1.0,27.0,3.0,10.0,High,Yes,Yes,"Garden, Clubhouse, Gym, Playground, Pool",North,Builder,Ready_to_Move
2411.0,Telangana,Hyderabad,Locality_256,Property_Type,2.0,1949.0,226.55,0.12,2008.0,Furnished,1.0,11.0,17.0,7.0,8.0,Medium,No,Yes,Garden,South,Owner,Under_Construction
2412.0,Madhya Pradesh,Bhopal,Locality_494,Property_Type,3.0,2548.0,122.0,0.05,2004.0,Unfurnished,12.0,13.0,21.0,10.0,5.0,Medium,No,Yes,"Garden, Pool, Gym, Playground, Clubhouse",South,Owner,Under_Construction
2413.0,Delhi,Dwarka,Locality_212,Property_Type,1.0,1491.0,136.32,0.09,2018.0,Furnished,27.0,24.0,7.0,4.0,6.0,Low,Yes,Yes,Playground,South,Builder,Ready_to_Move
2414.0,Chhattisgarh,Bilaspur,Locality_146,Property_Type,1.0,4535.0,189.02,0.04,2004.0,Furnished,20.0,10.0,21.0,2.0,3.0,Low,Yes,No,"Gym, Garden, Playground, Pool, Clubhouse",East,Builder,Under_Construction
2415.0,Karnataka,Bangalore,Locality_485,Property_Type,5.0,1465.0,480.12,0.33,2017.0,Unfurnished,26.0,5.0,8.0,3.0,1.0,Medium,Yes,Yes,"Gym, Garden, Playground, Pool, Clubhouse",North,Owner,Ready_to_Move
2416.0,Delhi,Dwarka,Locality_95,Property_Type,3.0,2380.0,70.74,0.03,2009.0,Furnished,21.0,14.0,16.0,10.0,10.0,Low,Yes,No,Gym,North,Broker,Under_Construction
2417.0,Odisha,Cuttack,Locality_82,Property_Type,5.0,2171.0,129.17,0.06,2009.0,Semi-furnished,14.0,19.0,16.0,2.0,6.0,High,No,Yes,"Garden, Gym, Playground, Pool",South,Builder,Under_Construction
2418.0,Karnataka,Bangalore,Locality_444,Property_Type,4.0,3729.0,425.13,0.11,2005.0,Furnished,8.0,5.0,20.0,10.0,8.0,Medium,Yes,No,"Playground, Garden, Gym",North,Builder,Under_Construction
2419.0,Kerala,Trivandrum,Locality_413,Property_Type,3.0,3283.0,236.87,0.07,2016.0,Furnished,5.0,20.0,9.0,4.0,8.0,Medium,Yes,Yes,Playground,South,Owner,Ready_to_Move
2420.0,Telangana,Warangal,Locality_38,Property_Type,2.0,1193.0,235.11,0.2,2016.0,Furnished,24.0,24.0,9.0,7.0,2.0,Low,No,No,"Playground, Garden, Clubhouse, Pool, Gym",West,Builder,Ready_to_Move
2421.0,Gujarat,Surat,Locality_414,Property_Type,5.0,528.0,20.11,0.04,2021.0,Unfurnished,24.0,10.0,4.0,9.0,9.0,High,Yes,Yes,Clubhouse,South,Builder,Under_Construction
2422.0,West Bengal,Durgapur,Locality_313,Property_Type,1.0,550.0,311.42,0.57,2001.0,Unfurnished,25.0,6.0,24.0,10.0,9.0,High,Yes,No,"Clubhouse, Garden, Gym",North,Broker,Ready_to_Move
2423.0,Telangana,Hyderabad,Locality_298,Property_Type,3.0,1771.0,367.18,0.21,1993.0,Furnished,22.0,27.0,32.0,4.0,3.0,Medium,Yes,No,"Clubhouse, Garden, Pool",West,Owner,Ready_to_Move
2424.0,Madhya Pradesh,Indore,Locality_346,Property_Type,5.0,3772.0,181.76,0.05,2005.0,Furnished,11.0,9.0,20.0,7.0,2.0,Low,No,Yes,"Pool, Gym",South,Owner,Under_Construction
2425.0,Andhra Pradesh,Vijayawada,Locality_471,Property_Type,3.0,2058.0,454.62,0.22,1995.0,Semi-furnished,25.0,16.0,30.0,1.0,1.0,Low,Yes,Yes,"Pool, Garden",West,Broker,Under_Construction
2426.0,Bihar,Patna,Locality_433,Property_Type,2.0,3333.0,254.35,0.08,2018.0,Semi-furnished,17.0,27.0,7.0,9.0,5.0,Medium,No,No,"Garden, Playground, Pool, Clubhouse, Gym",South,Broker,Under_Construction
2427.0,Andhra Pradesh,Vijayawada,Locality_234,Property_Type,4.0,2370.0,22.99,0.01,2022.0,Semi-furnished,12.0,9.0,3.0,3.0,4.0,Low,Yes,No,"Clubhouse, Garden, Pool",North,Owner,Under_Construction
2428.0,Andhra Pradesh,Vijayawada,Locality_35,Property_Type,2.0,3309.0,16.39,0.0,1994.0,Unfurnished,8.0,19.0,31.0,5.0,8.0,Medium,No,Yes,Playground,South,Owner,Ready_to_Move
2429.0,Delhi,New Delhi,Locality_340,Property_Type,5.0,3023.0,444.94,0.15,1992.0,Semi-furnished,6.0,19.0,33.0,7.0,9.0,High,Yes,Yes,"Clubhouse, Pool, Playground",East,Builder,Ready_to_Move
2430.0,Chhattisgarh,Bilaspur,Locality_495,Property_Type,4.0,3938.0,48.68,0.01,2005.0,Semi-furnished,14.0,13.0,20.0,5.0,9.0,Medium,Yes,Yes,"Garden, Gym, Pool, Playground, Clubhouse",East,Owner,Ready_to_Move
2431.0,West Bengal,Durgapur,Locality_403,Property_Type,1.0,3297.0,111.92,0.03,2002.0,Semi-furnished,14.0,16.0,23.0,9.0,1.0,High,No,Yes,Playground,East,Broker,Ready_to_Move
2432.0,Madhya Pradesh,Bhopal,Locality_224,Property_Type,1.0,4441.0,462.8,0.1,2012.0,Unfurnished,6.0,27.0,13.0,2.0,2.0,Low,Yes,No,"Garden, Gym, Pool",East,Owner,Under_Construction
2433.0,Tamil Nadu,Coimbatore,Locality_219,Property_Type,2.0,1766.0,494.84,0.28,2007.0,Unfurnished,28.0,22.0,18.0,8.0,4.0,Low,Yes,No,"Gym, Garden, Playground",North,Broker,Ready_to_Move
2434.0,Gujarat,Ahmedabad,Locality_86,Property_Type,5.0,2365.0,442.51,0.19,2005.0,Unfurnished,10.0,6.0,20.0,7.0,1.0,Medium,No,Yes,"Garden, Pool, Gym, Clubhouse",West,Broker,Ready_to_Move
2435.0,Chhattisgarh,Raipur,Locality_318,Property_Type,3.0,4526.0,410.33,0.09,2019.0,Semi-furnished,18.0,2.0,6.0,8.0,8.0,High,No,Yes,"Garden, Playground, Gym, Clubhouse",West,Owner,Ready_to_Move
2436.0,Andhra Pradesh,Vishakhapatnam,Locality_469,Property_Type,1.0,819.0,351.14,0.43,2002.0,Unfurnished,29.0,3.0,23.0,3.0,9.0,Medium,Yes,Yes,"Garden, Clubhouse, Gym",West,Builder,Ready_to_Move
2437.0,Assam,Guwahati,Locality_327,Property_Type,3.0,4735.0,130.02,0.03,2009.0,Unfurnished,28.0,23.0,16.0,5.0,5.0,Medium,Yes,No,"Gym, Pool, Garden, Clubhouse",North,Broker,Under_Construction
2438.0,West Bengal,Durgapur,Locality_302,Property_Type,2.0,4396.0,268.32,0.06,2017.0,Semi-furnished,8.0,28.0,8.0,4.0,10.0,Low,No,Yes,"Gym, Pool, Garden",West,Owner,Ready_to_Move
2439.0,Rajasthan,Jodhpur,Locality_19,Property_Type,1.0,3928.0,462.21,0.12,2016.0,Furnished,19.0,1.0,9.0,8.0,4.0,Low,Yes,No,Garden,North,Owner,Under_Construction
2440.0,Maharashtra,Nagpur,Locality_387,Property_Type,5.0,1058.0,28.14,0.03,2015.0,Semi-furnished,3.0,17.0,10.0,5.0,8.0,Low,Yes,No,"Garden, Clubhouse, Gym, Pool",South,Builder,Ready_to_Move
2441.0,Maharashtra,Mumbai,Locality_9,Property_Type,3.0,558.0,164.41,0.29,2001.0,Semi-furnished,4.0,24.0,24.0,3.0,6.0,Low,No,No,"Gym, Playground, Garden, Pool, Clubhouse",West,Owner,Under_Construction
2442.0,Kerala,Trivandrum,Locality_142,Property_Type,3.0,4754.0,55.72,0.01,2001.0,Furnished,7.0,14.0,24.0,7.0,6.0,Low,Yes,Yes,"Gym, Pool, Clubhouse, Playground, Garden",East,Broker,Under_Construction
2443.0,Bihar,Patna,Locality_395,Property_Type,4.0,2899.0,384.87,0.13,2018.0,Unfurnished,28.0,23.0,7.0,4.0,6.0,Low,Yes,Yes,"Clubhouse, Playground, Gym, Pool, Garden",North,Broker,Under_Construction
2444.0,Chhattisgarh,Raipur,Locality_371,Property_Type,2.0,1931.0,243.33,0.13,2021.0,Semi-furnished,2.0,16.0,4.0,2.0,2.0,Medium,Yes,No,"Gym, Playground, Clubhouse, Garden, Pool",West,Broker,Under_Construction
2445.0,Telangana,Hyderabad,Locality_360,Property_Type,4.0,2106.0,107.49,0.05,2007.0,Furnished,19.0,14.0,18.0,7.0,9.0,High,No,Yes,"Gym, Garden",North,Builder,Under_Construction
2446.0,Chhattisgarh,Raipur,Locality_336,Property_Type,3.0,4293.0,468.35,0.11,1990.0,Unfurnished,7.0,3.0,35.0,5.0,2.0,Low,Yes,No,Pool,South,Builder,Ready_to_Move
2447.0,Andhra Pradesh,Vishakhapatnam,Locality_293,Property_Type,3.0,1547.0,61.36,0.04,2023.0,Unfurnished,10.0,15.0,2.0,6.0,9.0,Medium,No,No,"Clubhouse, Playground, Gym",West,Owner,Ready_to_Move
2448.0,Rajasthan,Jaipur,Locality_275,Property_Type,5.0,2626.0,321.56,0.12,2023.0,Furnished,15.0,5.0,2.0,10.0,10.0,Medium,Yes,No,"Gym, Playground, Pool, Garden",North,Owner,Under_Construction
2449.0,Rajasthan,Jodhpur,Locality_461,Property_Type,1.0,3135.0,449.49,0.14,2023.0,Furnished,1.0,12.0,2.0,4.0,1.0,Medium,No,No,"Garden, Gym",East,Builder,Ready_to_Move
2450.0,Bihar,Gaya,Locality_237,Property_Type,1.0,2146.0,119.99,0.06,2009.0,Semi-furnished,18.0,7.0,16.0,9.0,8.0,Medium,Yes,No,"Playground, Garden, Clubhouse",West,Owner,Ready_to_Move
2451.0,Madhya Pradesh,Indore,Locality_334,Property_Type,1.0,4325.0,331.06,0.08,2006.0,Semi-furnished,18.0,13.0,19.0,8.0,3.0,High,No,No,"Clubhouse, Garden, Playground, Gym",East,Broker,Ready_to_Move
2452.0,West Bengal,Durgapur,Locality_424,Property_Type,1.0,1763.0,179.56,0.1,2013.0,Unfurnished,27.0,28.0,12.0,7.0,7.0,Medium,Yes,Yes,"Playground, Pool",North,Builder,Ready_to_Move
2453.0,Punjab,Amritsar,Locality_83,Property_Type,4.0,3040.0,327.95,0.11,2008.0,Semi-furnished,9.0,4.0,17.0,6.0,5.0,Medium,No,No,Playground,West,Owner,Ready_to_Move
2454.0,Uttar Pradesh,Lucknow,Locality_147,Property_Type,5.0,3749.0,158.02,0.04,1993.0,Semi-furnished,24.0,22.0,32.0,9.0,4.0,High,No,No,"Garden, Gym, Playground, Clubhouse, Pool",South,Owner,Ready_to_Move
2455.0,Tamil Nadu,Chennai,Locality_258,Property_Type,4.0,3892.0,102.28,0.03,1995.0,Unfurnished,22.0,8.0,30.0,10.0,7.0,Low,Yes,No,"Pool, Garden, Gym, Playground",West,Owner,Under_Construction
2456.0,Karnataka,Mysore,Locality_457,Property_Type,1.0,3606.0,244.27,0.07,2009.0,Unfurnished,17.0,30.0,16.0,3.0,6.0,Low,No,Yes,Gym,South,Owner,Ready_to_Move
2457.0,Telangana,Warangal,Locality_130,Property_Type,4.0,2202.0,347.15,0.16,1999.0,Unfurnished,2.0,16.0,26.0,3.0,1.0,High,No,No,"Gym, Garden, Pool, Clubhouse, Playground",North,Owner,Ready_to_Move
2458.0,Uttarakhand,Haridwar,Locality_68,Property_Type,4.0,3134.0,86.45,0.03,2004.0,Semi-furnished,4.0,10.0,21.0,3.0,10.0,Medium,No,Yes,"Garden, Playground",South,Broker,Under_Construction
2459.0,Maharashtra,Mumbai,Locality_59,Property_Type,4.0,3059.0,429.15,0.14,1998.0,Furnished,27.0,13.0,27.0,10.0,1.0,High,Yes,Yes,"Playground, Garden, Pool, Clubhouse",East,Builder,Under_Construction
2460.0,Rajasthan,Jodhpur,Locality_147,Property_Type,2.0,3782.0,339.68,0.09,2018.0,Unfurnished,2.0,18.0,7.0,3.0,5.0,Low,Yes,No,"Clubhouse, Garden, Gym, Pool",South,Builder,Ready_to_Move
2461.0,Uttar Pradesh,Noida,Locality_11,Property_Type,5.0,3972.0,247.11,0.06,1995.0,Furnished,8.0,8.0,30.0,8.0,3.0,Medium,Yes,Yes,"Gym, Garden, Clubhouse, Playground, Pool",East,Owner,Under_Construction
2462.0,Delhi,New Delhi,Locality_371,Property_Type,2.0,3911.0,311.11,0.08,2009.0,Furnished,23.0,4.0,16.0,2.0,2.0,Low,Yes,Yes,"Playground, Gym, Clubhouse, Pool, Garden",East,Broker,Under_Construction
2463.0,Tamil Nadu,Chennai,Locality_465,Property_Type,3.0,575.0,93.69,0.16,2013.0,Furnished,2.0,15.0,12.0,4.0,8.0,Low,Yes,Yes,"Pool, Gym",East,Broker,Ready_to_Move
2464.0,Uttarakhand,Dehradun,Locality_250,Property_Type,5.0,3015.0,414.99,0.14,2020.0,Semi-furnished,25.0,16.0,5.0,5.0,8.0,Low,No,No,Pool,North,Builder,Ready_to_Move
2465.0,Karnataka,Mysore,Locality_171,Property_Type,3.0,563.0,331.95,0.59,1990.0,Furnished,17.0,27.0,35.0,2.0,5.0,Medium,Yes,Yes,"Gym, Garden, Clubhouse, Playground, Pool",East,Builder,Under_Construction
2466.0,Bihar,Gaya,Locality_250,Property_Type,3.0,2849.0,34.71,0.01,2015.0,Unfurnished,25.0,17.0,10.0,5.0,5.0,Medium,Yes,No,"Gym, Clubhouse",North,Builder,Under_Construction
2467.0,Uttarakhand,Haridwar,Locality_21,Property_Type,3.0,3880.0,243.28,0.06,2012.0,Furnished,18.0,29.0,13.0,8.0,10.0,Medium,No,No,"Gym, Clubhouse, Garden, Playground",North,Broker,Under_Construction
2468.0,Karnataka,Mysore,Locality_17,Property_Type,4.0,1547.0,335.71,0.22,1992.0,Furnished,0.0,5.0,33.0,5.0,9.0,High,Yes,No,"Pool, Gym, Garden, Clubhouse",North,Owner,Under_Construction
2469.0,Rajasthan,Jaipur,Locality_342,Property_Type,5.0,3855.0,87.78,0.02,2021.0,Semi-furnished,0.0,13.0,4.0,10.0,10.0,High,Yes,No,"Playground, Gym, Pool",East,Owner,Under_Construction
2470.0,Karnataka,Mangalore,Locality_184,Property_Type,2.0,1175.0,335.62,0.29,2021.0,Unfurnished,3.0,16.0,4.0,3.0,5.0,Low,No,Yes,Playground,North,Broker,Ready_to_Move
2471.0,Andhra Pradesh,Vijayawada,Locality_288,Property_Type,4.0,1450.0,490.57,0.34,2013.0,Unfurnished,9.0,29.0,12.0,3.0,2.0,High,No,Yes,"Gym, Playground",West,Builder,Under_Construction
2472.0,Bihar,Gaya,Locality_206,Property_Type,4.0,4707.0,314.26,0.07,2009.0,Unfurnished,3.0,28.0,16.0,5.0,8.0,High,Yes,Yes,"Garden, Pool",East,Broker,Under_Construction
2473.0,Rajasthan,Jodhpur,Locality_483,Property_Type,4.0,1775.0,265.67,0.15,2018.0,Semi-furnished,29.0,19.0,7.0,4.0,7.0,Medium,Yes,No,"Garden, Pool, Gym, Playground",North,Owner,Under_Construction
2474.0,Chhattisgarh,Bilaspur,Locality_18,Property_Type,5.0,2024.0,238.84,0.12,2013.0,Furnished,25.0,24.0,12.0,2.0,8.0,Low,Yes,No,"Pool, Gym, Playground",North,Broker,Under_Construction
2475.0,Uttar Pradesh,Noida,Locality_95,Property_Type,1.0,2291.0,134.84,0.06,1995.0,Furnished,20.0,25.0,30.0,2.0,2.0,High,No,No,"Garden, Playground, Clubhouse, Gym",East,Builder,Under_Construction
2476.0,Karnataka,Bangalore,Locality_187,Property_Type,4.0,4033.0,216.12,0.05,2006.0,Furnished,3.0,25.0,19.0,4.0,6.0,Medium,No,Yes,"Garden, Clubhouse",West,Owner,Under_Construction
2477.0,West Bengal,Kolkata,Locality_103,Property_Type,3.0,4793.0,264.65,0.06,2002.0,Furnished,22.0,9.0,23.0,9.0,10.0,Low,No,No,"Pool, Gym, Clubhouse, Garden, Playground",South,Owner,Ready_to_Move
2478.0,Assam,Guwahati,Locality_279,Property_Type,1.0,1309.0,335.22,0.26,2005.0,Semi-furnished,12.0,25.0,20.0,5.0,8.0,Low,No,No,"Gym, Pool, Garden, Playground",South,Owner,Ready_to_Move
2479.0,Kerala,Trivandrum,Locality_29,Property_Type,1.0,2161.0,228.4,0.11,1994.0,Unfurnished,16.0,27.0,31.0,6.0,8.0,High,No,No,"Gym, Pool, Playground, Garden",South,Broker,Ready_to_Move
2480.0,Rajasthan,Jaipur,Locality_266,Property_Type,2.0,3268.0,424.01,0.13,2009.0,Semi-furnished,2.0,20.0,16.0,7.0,4.0,Medium,No,Yes,"Clubhouse, Gym, Garden, Pool, Playground",South,Builder,Under_Construction
2481.0,Jharkhand,Ranchi,Locality_93,Property_Type,3.0,882.0,63.12,0.07,2014.0,Semi-furnished,13.0,9.0,11.0,4.0,9.0,Low,No,No,"Garden, Clubhouse, Gym, Pool, Playground",South,Builder,Under_Construction
2482.0,Haryana,Gurgaon,Locality_264,Property_Type,1.0,4178.0,154.6,0.04,2010.0,Semi-furnished,10.0,5.0,15.0,2.0,6.0,High,Yes,Yes,"Clubhouse, Gym, Pool, Garden, Playground",East,Broker,Under_Construction
2483.0,Jharkhand,Ranchi,Locality_368,Property_Type,4.0,3839.0,356.84,0.09,2012.0,Semi-furnished,9.0,21.0,13.0,7.0,7.0,High,No,No,"Garden, Playground, Pool, Clubhouse",North,Broker,Under_Construction
2484.0,Uttarakhand,Haridwar,Locality_144,Property_Type,4.0,623.0,74.04,0.12,2023.0,Unfurnished,23.0,4.0,2.0,9.0,4.0,High,Yes,No,"Garden, Clubhouse, Gym, Pool, Playground",North,Broker,Under_Construction
